scorer,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000
3946,1707.498,885.426,0.9980000257492065,1579.839,837.121,0.9800000190734863,1420.136,820.198,0.8880000114440918,1621.748,716.331,0.9900000095367432,1380.392,698.718,0.9819999933242798,1628.014,938.071,0.9929999709129333,1396.814,915.228,0.9620000123977661,1268.849,812.042,0.9760000109672546,1173.997,746.561,0.996999979019165,1181.532,862.57,0.9990000128746033,132.037,724.682,0.9829999804496765,228.233,723.533,0.7699999809265137,284.925,708.42,0.9449999928474426,347.225,706.722,0.996999979019165
3947,1707.264,878.165,0.9959999918937683,1588.225,836.212,0.9549999833106995,1420.038,820.113,0.8960000276565552,1621.154,714.392,0.9929999709129333,1380.018,698.854,0.9350000023841858,1629.042,930.633,0.9980000257492065,1396.386,907.658,0.9599999785423279,1268.697,812.412,0.9700000286102295,1163.214,747.473,0.9990000128746033,1184.533,860.784,0.9980000257492065,134.967,720.509,0.9990000128746033,227.892,722.949,0.8730000257492065,276.562,715.405,0.9819999933242798,344.819,705.897,0.9990000128746033
3948,1707.465,876.86,0.996999979019165,1588.447,827.67,0.9409999847412109,1419.995,820.36,0.8899999856948853,1619.972,710.128,0.9950000047683716,1364.242,699.54,0.8600000143051147,1634.76,924.792,0.9980000257492065,1396.86,907.505,0.9639999866485596,1269.424,817.982,0.9829999804496765,1162.162,753.085,0.9980000257492065,1185.82,864.449,0.9990000128746033,130.856,715.515,0.9990000128746033,227.72,723.519,0.2840000092983246,277.957,715.562,0.9580000042915344,338.736,705.45,0.9990000128746033
3949,1707.196,868.184,0.9980000257492065,1589.404,827.093,0.9829999804496765,1427.742,812.168,0.9160000085830688,1619.068,704.987,0.9940000176429749,1388.128,691.96,0.9629999995231628,1634.161,922.694,0.9980000257492065,1404.56,907.384,0.871999979019165,1268.834,818.926,0.9789999723434448,1154.879,754.347,0.9990000128746033,1180.096,869.162,0.9850000143051147,132.386,711.05,0.9980000257492065,220.291,722.929,0.11800000071525574,283.924,715.683,0.9100000262260437,330.782,700.023,0.9990000128746033
3950,1707.559,861.398,0.996999979019165,1587.974,812.227,0.9900000095367432,1411.659,811.905,0.9480000138282776,1612.568,698.479,0.9950000047683716,1387.99,691.302,0.953000009059906,1634.609,914.901,0.9990000128746033,1404.449,907.332,0.824999988079071,1268.696,819.797,0.9860000014305115,1147.555,757.431,0.9990000128746033,1181.052,876.772,0.9959999918937683,129.753,705.621,0.9990000128746033,212.276,723.175,0.11800000071525574,220.711,717.503,0.8930000066757202,327.236,705.924,0.9990000128746033
3951,1707.41,853.206,0.9980000257492065,1585.382,812.241,0.9900000095367432,1419.889,811.847,0.9010000228881836,1611.672,694.297,0.9929999709129333,1396.155,684.077,0.9010000228881836,1636.599,908.722,0.9990000128746033,1396.058,899.47,0.9139999747276306,1268.869,821.696,0.9869999885559082,1145.463,761.906,0.9990000128746033,1180.244,880.177,0.996999979019165,129.414,705.382,0.9980000257492065,,,,227.555,722.873,0.9380000233650208,324.471,706.442,0.9990000128746033
3952,1707.471,846.712,0.9980000257492065,1581.602,810.6,0.9900000095367432,1419.992,811.796,0.9049999713897705,1611.592,689.822,0.9959999918937683,1379.51,691.562,0.9750000238418579,1634.653,902.1,0.9990000128746033,1396.172,899.388,0.9449999928474426,1268.79,827.497,0.9800000190734863,1145.603,763.182,0.9990000128746033,1180.841,880.983,0.996999979019165,127.668,697.754,0.9950000047683716,179.653,715.711,0.289000004529953,244.733,724.462,0.9639999866485596,316.898,705.59,0.9990000128746033
3953,1711.437,837.813,0.9990000128746033,1580.537,806.923,0.9879999756813049,1419.939,811.769,0.8769999742507935,1607.826,682.148,0.9950000047683716,1387.805,683.58,0.9580000042915344,1634.466,898.112,0.9990000128746033,1395.304,898.957,0.9520000219345093,1268.571,827.328,0.9789999723434448,1145.525,764.031,0.9980000257492065,1180.711,885.091,0.9990000128746033,122.65,694.689,0.9990000128746033,171.92,707.758,0.5360000133514404,245.667,724.869,0.9819999933242798,317.293,707.633,0.9980000257492065
3954,1707.23,831.29,0.9959999918937683,1579.741,802.242,0.984000027179718,1420.001,804.661,0.9269999861717224,1604.651,678.269,0.9940000176429749,1380.879,683.938,0.9580000042915344,1637.553,892.317,0.9980000257492065,1404.283,891.361,0.8479999899864197,1268.318,827.78,0.984000027179718,1145.461,767.55,0.9980000257492065,1180.661,893.54,0.9959999918937683,122.619,690.61,1.0,171.934,707.424,0.2720000147819519,244.368,732.288,0.9539999961853027,310.175,710.045,0.9980000257492065
3955,1713.343,823.541,0.9990000128746033,1581.14,795.572,0.9879999756813049,1411.537,803.969,0.953000009059906,1604.194,673.779,0.9950000047683716,1372.564,690.516,0.984000027179718,1638.871,889.955,0.996999979019165,1404.497,891.279,0.8420000076293945,1267.867,827.755,0.984000027179718,1145.052,767.468,0.9980000257492065,1190.475,886.938,0.9990000128746033,123.568,680.981,0.9980000257492065,171.919,707.904,0.8240000009536743,243.897,732.397,0.968999981880188,306.684,713.31,0.9980000257492065
3956,1711.483,818.637,0.9990000128746033,1581.032,795.333,0.9860000014305115,1420.104,804.277,0.8939999938011169,1601.84,666.164,0.9950000047683716,1371.887,683.451,0.9599999785423279,1644.155,882.987,0.996999979019165,1404.501,891.189,0.859000027179718,1276.452,827.361,0.9679999947547913,1145.573,768.815,0.9990000128746033,1189.789,892.485,0.9980000257492065,123.519,680.386,0.9990000128746033,187.811,723.229,0.8569999933242798,236.245,732.035,0.8659999966621399,301.185,714.492,0.9959999918937683
3957,1714.356,814.522,0.9990000128746033,1580.468,786.871,0.9810000061988831,1411.597,803.706,0.9359999895095825,1603.919,663.983,0.9940000176429749,1364.672,691.477,0.984000027179718,1644.462,877.413,0.9950000047683716,1403.604,884.87,0.8650000095367432,1276.794,827.31,0.9649999737739563,1145.313,770.732,0.9990000128746033,1195.685,893.473,0.9980000257492065,122.614,675.186,1.0,187.027,715.56,0.9819999933242798,243.813,732.601,0.9419999718666077,301.185,715.455,0.9909999966621399
3958,1713.944,804.612,0.9990000128746033,1581.535,780.112,0.9900000095367432,1411.937,796.062,0.8790000081062317,1597.136,659.039,0.9919999837875366,1371.862,683.08,0.9330000281333923,1644.202,874.92,0.9959999918937683,1403.538,883.855,0.9160000085830688,1276.236,827.44,0.953000009059906,1146.668,776.913,0.9990000128746033,1203.173,891.955,0.9990000128746033,127.126,665.801,0.9990000128746033,187.215,715.068,0.9739999771118164,235.845,732.293,0.9449999928474426,300.985,721.512,0.9950000047683716
3959,1715.967,798.739,0.9990000128746033,1581.077,779.737,0.9829999804496765,1411.899,795.882,0.8939999938011169,1595.685,651.155,0.996999979019165,1363.85,683.528,0.968999981880188,1645.023,866.274,0.996999979019165,1403.538,883.044,0.9240000247955322,1276.199,827.071,0.9549999833106995,1147.218,779.75,0.9990000128746033,1211.388,894.152,0.9980000257492065,129.315,664.886,0.9990000128746033,186.974,709.45,0.9860000014305115,228.847,732.508,0.9660000205039978,295.884,724.433,0.9990000128746033
3960,1716.144,789.319,0.9990000128746033,1587.308,771.233,0.9629999995231628,1411.756,795.754,0.8420000076293945,1595.575,645.394,0.9940000176429749,1362.415,682.932,0.9750000238418579,1644.816,859.883,0.9950000047683716,1420.167,875.527,0.8769999742507935,1275.725,821.088,0.9789999723434448,1155.437,789.768,1.0,1219.386,893.193,0.996999979019165,130.086,661.259,1.0,180.404,707.92,0.9950000047683716,236.14,731.931,0.9570000171661377,294.019,722.681,0.996999979019165
3961,1718.201,783.278,0.9990000128746033,1579.99,758.249,0.9800000190734863,1420.147,788.462,0.9049999713897705,1595.636,635.898,0.9900000095367432,1355.815,682.908,0.9359999895095825,1649.578,851.11,0.9990000128746033,1420.273,875.468,0.8029999732971191,1276.128,820.124,0.9769999980926514,1156.413,793.249,0.9990000128746033,1226.63,897.105,0.9990000128746033,131.312,656.191,1.0,181.784,705.834,0.9980000257492065,228.88,732.546,0.9869999885559082,290.325,725.094,0.9980000257492065
3962,1714.205,774.17,1.0,1580.577,747.978,0.9789999723434448,1420.044,779.964,0.7680000066757202,1591.098,632.561,0.9919999837875366,1355.82,682.59,0.9459999799728394,1650.303,844.843,0.9980000257492065,1428.053,868.456,0.9620000123977661,1283.422,820.455,0.9879999756813049,1161.155,795.35,0.9990000128746033,1234.121,898.26,0.9980000257492065,131.727,649.918,1.0,186.01,707.549,0.9940000176429749,236.235,732.531,0.9620000123977661,284.855,731.82,0.9760000109672546
3963,1716.247,767.134,0.9990000128746033,1579.453,742.352,0.9909999966621399,1420.048,779.841,0.8569999933242798,1588.71,626.077,0.9959999918937683,1355.977,676.91,0.953000009059906,1650.438,837.518,0.9980000257492065,1427.773,867.751,0.8989999890327454,1283.722,818.629,0.9819999933242798,1162.142,802.39,0.9990000128746033,1238.697,901.071,0.9990000128746033,128.276,649.431,1.0,181.304,698.26,0.996999979019165,236.105,732.275,0.9769999980926514,284.135,737.408,0.9950000047683716
3964,1712.204,757.767,1.0,1579.659,742.454,0.9929999709129333,1419.999,779.706,0.8059999942779541,1586.532,618.042,0.9959999918937683,1356.03,675.967,0.953000009059906,1651.698,829.593,0.996999979019165,1411.957,859.812,0.8320000171661377,1284.492,811.731,0.972000002861023,1162.037,809.867,0.9980000257492065,1242.449,910.599,0.996999979019165,127.4,649.091,1.0,180.287,698.17,0.9950000047683716,229.184,732.142,0.9829999804496765,276.066,741.806,0.9890000224113464
3965,1713.457,751.609,0.9990000128746033,1580.061,732.743,0.9919999837875366,1420.142,772.093,0.9070000052452087,1579.582,615.008,0.9950000047683716,1346.962,675.789,0.925000011920929,1651.284,826.625,0.9980000257492065,1427.867,859.791,0.828000009059906,1284.03,811.568,0.9599999785423279,1158.627,811.195,0.9980000257492065,1244.037,910.956,0.9990000128746033,123.533,648.848,0.9990000128746033,179.882,697.683,0.9959999918937683,228.716,731.54,0.984000027179718,267.81,746.849,0.9940000176429749
3966,1707.844,741.917,0.9990000128746033,1579.609,731.204,0.9890000224113464,1420.019,764.084,0.8999999761581421,1580.897,605.315,0.9950000047683716,1348.76,667.715,0.9110000133514404,1649.228,818.488,0.9990000128746033,1435.722,852.335,0.6610000133514404,1283.748,811.133,0.9430000185966492,1156.628,811.267,0.9980000257492065,1244.697,914.444,0.9980000257492065,123.512,648.365,1.0,179.688,693.088,0.9940000176429749,228.345,731.165,0.9819999933242798,267.492,747.369,0.996999979019165
3967,1707.188,735.633,0.996999979019165,1578.706,723.962,0.9909999966621399,1420.179,756.854,0.8899999856948853,1578.556,601.026,0.9929999709129333,1356.042,660.396,0.8970000147819519,1650.332,812.186,0.9980000257492065,1428.044,851.41,0.6949999928474426,1284.654,804.999,0.9869999885559082,1155.613,810.916,0.9990000128746033,1244.559,911.264,0.996999979019165,122.118,646.332,1.0,179.24,691.699,0.9919999837875366,227.742,725.822,0.9829999804496765,267.746,748.591,0.996999979019165
3968,1707.386,727.179,0.9980000257492065,1579.203,716.207,0.9879999756813049,1420.17,755.93,0.8939999938011169,1578.176,594.093,0.9959999918937683,1347.234,660.265,0.9269999861717224,1649.558,804.169,0.9990000128746033,1436.362,843.527,0.6330000162124634,1282.938,802.533,0.9789999723434448,1154.465,810.998,0.9980000257492065,1243.636,911.321,0.9980000257492065,122.385,642.801,1.0,178.982,691.024,0.9959999918937683,227.546,725.241,0.9850000143051147,267.048,748.953,0.9990000128746033
3969,1706.999,719.427,0.9980000257492065,1572.849,708.487,0.9950000047683716,1420.027,748.079,0.8460000157356262,1574.315,586.184,0.996999979019165,1340.378,660.206,0.9229999780654907,1650.628,795.948,0.9980000257492065,1411.811,835.639,0.40799999237060547,1283.598,795.36,0.972000002861023,1154.912,810.668,0.9980000257492065,1242.527,910.495,0.9980000257492065,122.461,640.998,1.0,179.46,690.248,0.9950000047683716,227.315,724.863,0.9940000176429749,267.071,748.789,0.9980000257492065
3970,1707.319,710.868,0.996999979019165,1572.466,700.748,0.9919999837875366,1411.797,740.897,0.8980000019073486,1572.844,578.637,0.9980000257492065,1346.738,650.811,0.9639999866485596,1648.93,788.798,0.9980000257492065,1435.648,835.95,0.47200000286102295,1283.233,794.57,0.9760000109672546,1156.697,806.213,0.9980000257492065,1240.177,908.427,0.9990000128746033,123.748,634.96,1.0,178.887,682.888,0.9879999756813049,228.65,724.994,0.9950000047683716,267.177,748.879,0.9900000095367432
3971,1706.854,703.262,0.9980000257492065,1570.81,699.666,0.9890000224113464,1420.104,740.176,0.9100000262260437,1570.228,571.061,0.9950000047683716,1346.956,643.652,0.9620000123977661,1648.619,780.277,0.996999979019165,1420.227,827.592,0.6209999918937683,1275.134,789.335,0.9750000238418579,1157.368,803.21,0.9990000128746033,1238.042,907.215,0.9980000257492065,123.557,634.221,1.0,171.302,683.301,0.9779999852180481,228.334,723.905,0.996999979019165,267.434,748.485,0.972000002861023
3972,1707.359,694.682,0.9959999918937683,1571.874,691.016,0.9900000095367432,1404.072,732.012,0.8920000195503235,1569.771,565.962,0.996999979019165,1339.959,635.595,0.9110000133514404,1645.047,772.675,0.996999979019165,1419.685,820.497,0.777999997138977,1275.023,785.858,0.9610000252723694,1157.505,795.014,0.9980000257492065,1234.922,898.471,0.9990000128746033,123.407,632.896,1.0,171.316,683.223,0.9779999852180481,228.311,717.159,0.9950000047683716,283.782,755.972,0.8759999871253967
3973,1706.717,687.659,0.996999979019165,1564.164,683.186,0.9610000252723694,1411.997,724.985,0.8809999823570251,1564.389,556.754,0.9959999918937683,1340.123,627.939,0.9089999794960022,1644.502,764.707,0.9959999918937683,1427.871,819.677,0.8100000023841858,1275.874,779.196,0.9760000109672546,1157.175,791.798,0.9980000257492065,1229.401,886.203,0.996999979019165,123.206,632.045,1.0,170.993,682.835,0.9819999933242798,227.704,717.09,0.996999979019165,291.872,756.704,0.953000009059906
3974,1699.451,679.596,0.9990000128746033,1563.015,675.456,0.949999988079071,1404.127,724.324,0.8799999952316284,1562.955,552.988,0.9879999756813049,1331.848,627.629,0.9390000104904175,1643.99,758.245,0.9959999918937683,1396.009,811.721,0.7940000295639038,1267.227,778.488,0.9710000157356262,1157.191,784.673,0.9990000128746033,1227.418,876.879,0.9940000176429749,123.182,631.418,1.0,171.115,678.561,0.9950000047683716,228.542,717.148,0.9980000257492065,291.766,757.042,0.9739999771118164
3975,1696.006,672.642,0.9990000128746033,1563.084,667.495,0.8790000081062317,1395.742,716.167,0.8930000066757202,1555.774,545.675,0.9959999918937683,1331.735,619.506,0.8109999895095825,1637.225,754.382,0.9980000257492065,1427.991,803.856,0.7089999914169312,1258.527,769.986,0.9580000042915344,1154.131,774.327,0.9990000128746033,1218.262,869.228,0.9940000176429749,122.754,631.253,0.9990000128746033,170.366,677.884,0.996999979019165,228.227,716.955,0.996999979019165,292.976,757.933,0.9869999885559082
3976,1690.85,671.401,0.9980000257492065,1558.002,660.959,0.9760000109672546,1395.768,709.246,0.8999999761581421,1555.322,540.328,0.9929999709129333,1316.139,619.727,0.7570000290870667,1633.39,747.653,0.9980000257492065,1412.054,803.405,0.9070000052452087,1254.011,762.921,0.9710000157356262,1145.497,762.038,0.9990000128746033,1220.276,851.421,0.9599999785423279,122.42,631.736,0.9959999918937683,170.316,676.701,0.9980000257492065,228.092,716.707,0.9959999918937683,292.365,758.485,0.9940000176429749
3977,1685.458,671.126,0.9990000128746033,1555.886,658.977,0.9919999837875366,1395.774,708.391,0.9240000247955322,1548.635,537.948,0.9929999709129333,1316.737,612.355,0.8019999861717224,1627.99,746.693,0.9950000047683716,1395.977,795.731,0.7710000276565552,1242.841,756.349,0.9549999833106995,1140.054,754.862,0.9990000128746033,1196.374,851.613,0.9909999966621399,120.205,629.426,1.0,170.597,675.36,0.9980000257492065,227.331,716.542,0.996999979019165,292.375,760.978,0.9950000047683716
3978,1681.751,663.041,0.9990000128746033,1547.259,659.754,0.9700000286102295,1387.976,699.924,0.8569999933242798,1546.955,536.11,0.9929999709129333,1316.293,603.494,0.8830000162124634,1621.147,741.8,0.9980000257492065,1379.82,787.936,0.7440000176429749,1243.119,753.411,0.9589999914169312,1129.244,745.907,0.9990000128746033,1189.288,850.361,0.9990000128746033,119.916,624.988,1.0,171.165,667.593,0.9850000143051147,227.793,716.519,0.996999979019165,290.076,760.709,0.9980000257492065
3979,1675.261,669.817,0.9950000047683716,1540.777,658.966,0.9789999723434448,1379.761,699.844,0.8820000290870667,1546.558,535.392,0.9919999837875366,1316.394,595.84,0.8700000047683716,1616.122,739.428,0.9980000257492065,1371.727,788.056,0.8650000095367432,1236.049,747.224,0.968999981880188,1124.753,743.402,0.9990000128746033,1185.35,844.579,0.996999979019165,120.215,617.107,1.0,170.95,667.248,0.9860000014305115,227.154,710.271,0.996999979019165,283.831,760.908,0.9959999918937683
3980,1668.012,662.507,0.9990000128746033,1538.978,651.323,0.9679999947547913,1379.528,692.564,0.9179999828338623,1539.107,532.155,0.9959999918937683,1308.121,595.485,0.906000018119812,1612.473,738.337,0.9980000257492065,1363.796,779.673,0.8970000147819519,1227.262,739.491,0.972000002861023,1113.676,739.967,0.9990000128746033,1185.348,836.701,0.9990000128746033,119.073,616.371,1.0,170.975,667.128,0.9800000190734863,227.692,710.275,0.9980000257492065,283.791,760.883,0.996999979019165
3981,1664.562,661.791,1.0,1531.41,661.452,0.9419999718666077,1371.987,692.64,0.9039999842643738,1538.754,529.701,0.9940000176429749,1300.023,595.469,0.8769999742507935,1602.902,737.897,0.9980000257492065,1372.287,779.553,0.906000018119812,1227.235,738.237,0.9679999947547913,1107.282,736.822,0.9990000128746033,1184.807,827.595,0.9980000257492065,118.096,615.606,1.0,170.826,666.852,0.984000027179718,227.507,709.342,0.9990000128746033,277.596,760.977,0.9990000128746033
3982,1659.746,659.5,0.9990000128746033,1524.881,660.848,0.9620000123977661,1363.967,684.172,0.9169999957084656,1532.313,524.725,0.9950000047683716,1300.035,587.574,0.8240000009536743,1597.182,736.432,0.996999979019165,1356.33,779.467,0.718999981880188,1221.409,731.258,0.9779999852180481,1098.526,731.51,0.9990000128746033,1183.859,814.521,1.0,117.041,611.895,1.0,170.787,666.729,0.9869999885559082,227.939,709.025,0.996999979019165,277.178,758.741,0.9990000128746033
3983,1659.657,659.97,0.9959999918937683,1523.624,660.154,0.968999981880188,1356.046,683.909,0.8320000171661377,1525.886,523.639,0.9919999837875366,1291.733,587.621,0.7120000123977661,1596.032,732.952,0.9940000176429749,1347.978,771.929,0.968999981880188,1212.799,730.876,0.972000002861023,1094.567,730.774,0.9980000257492065,1180.195,805.333,1.0,114.906,608.325,1.0,170.69,666.638,0.9860000014305115,228.099,708.129,0.9980000257492065,277.91,757.152,1.0
3984,1648.41,659.079,0.9990000128746033,1515.352,660.014,0.9520000219345093,1347.823,691.825,0.9470000267028809,1523.109,521.95,0.996999979019165,1284.717,580.613,0.8569999933242798,1587.069,732.838,0.9980000257492065,1355.451,772.251,0.9319999814033508,1204.609,726.138,0.9890000224113464,1091.056,728.311,0.9980000257492065,1175.726,799.927,0.9990000128746033,113.015,602.508,1.0,170.566,666.43,0.9900000095367432,227.472,707.315,0.9980000257492065,277.656,748.789,0.9990000128746033
3985,1643.592,659.644,0.9990000128746033,1515.562,652.279,0.8899999856948853,1347.757,683.72,0.8939999938011169,1516.429,522.196,0.9929999709129333,1267.89,587.812,0.7490000128746033,1580.576,733.05,0.996999979019165,1348.072,771.004,0.8960000276565552,1203.029,723.16,0.9850000143051147,1081.775,723.33,0.9980000257492065,1163.174,797.398,0.9990000128746033,107.907,602.427,1.0,165.083,662.179,0.996999979019165,219.937,700.343,0.9879999756813049,275.269,746.215,0.9990000128746033
3986,1643.648,659.574,0.9990000128746033,1509.457,651.98,0.9509999752044678,1347.493,676.939,0.9340000152587891,1516.135,520.732,0.9940000176429749,1268.927,580.228,0.8320000171661377,1579.709,731.966,0.9959999918937683,1356.222,763.398,0.7699999809265137,1196.086,715.538,0.9700000286102295,1077.462,715.084,0.9990000128746033,1156.392,787.855,0.9990000128746033,107.63,601.193,1.0,165.591,662.769,0.9990000128746033,219.993,700.427,0.9909999966621399,271.953,739.742,0.9990000128746033
3987,1635.129,660.291,0.9990000128746033,1506.869,651.979,0.9539999961853027,1340.226,676.191,0.9160000085830688,1515.746,520.179,0.9909999966621399,1260.241,579.75,0.6420000195503235,1572.102,731.996,0.9990000128746033,1355.621,756.697,0.7919999957084656,1195.786,715.513,0.9670000076293945,1074.562,709.161,0.9990000128746033,1146.091,782.589,0.996999979019165,106.561,601.135,1.0,163.292,661.478,0.9990000128746033,220.007,700.138,0.9919999837875366,267.227,730.448,0.9980000257492065
3988,1631.093,661.318,0.9990000128746033,1500.581,643.346,0.9779999852180481,1340.066,667.891,0.8840000033378601,1514.797,520.144,0.9929999709129333,1268.009,571.852,0.777999997138977,1564.791,732.696,0.9959999918937683,1323.497,755.954,0.9300000071525574,1188.83,708.57,0.9850000143051147,1066.684,698.515,0.9980000257492065,1131.243,781.12,0.9980000257492065,106.156,594.915,1.0,163.165,658.418,0.9990000128746033,219.949,699.954,0.9900000095367432,266.394,729.062,0.9990000128746033
3989,1627.409,661.653,0.9990000128746033,1499.303,642.046,0.9869999885559082,1331.94,667.72,0.9259999990463257,1510.389,519.441,0.9950000047683716,1275.824,555.993,0.7350000143051147,1563.984,731.829,0.9959999918937683,1331.855,755.259,0.9430000185966492,1188.598,700.306,0.968999981880188,1064.998,682.353,0.9990000128746033,1114.521,779.876,0.9980000257492065,107.243,585.438,1.0,164.338,658.014,0.9990000128746033,219.91,700.018,0.9879999756813049,266.884,725.108,0.9990000128746033
3990,1627.268,662.094,0.996999979019165,1494.426,641.602,0.9919999837875366,1324.077,660.683,0.9290000200271606,1508.988,519.216,0.9929999709129333,1260.232,563.987,0.9070000052452087,1557.791,730.946,0.9990000128746033,1332.546,747.698,0.8840000033378601,1187.963,699.477,0.972000002861023,1060.759,678.222,0.9990000128746033,1106.095,779.699,0.9990000128746033,107.081,583.507,1.0,164.78,650.966,0.9950000047683716,219.948,699.236,0.9629999995231628,259.967,722.889,1.0
3991,1619.009,663.455,0.9990000128746033,1484.755,643.637,0.9829999804496765,1324.099,660.011,0.9269999861717224,1506.561,517.105,0.9950000047683716,1283.267,547.36,0.9649999737739563,1548.844,732.125,0.9959999918937683,1315.962,740.03,0.8970000147819519,1179.133,691.721,0.9580000042915344,1050.865,667.861,0.9990000128746033,1099.407,781.727,0.9980000257492065,106.273,583.183,1.0,165.345,650.399,0.9959999918937683,220.343,692.493,0.9760000109672546,251.201,722.2,0.9980000257492065
3992,1616.73,668.438,0.9980000257492065,1483.037,642.444,0.9750000238418579,1324.099,659.983,0.9359999895095825,1500.915,517.467,0.9929999709129333,1284.145,539.766,0.8230000138282776,1548.183,731.911,0.996999979019165,1307.672,740.224,0.843999981880188,1179.067,689.748,0.953000009059906,1048.933,665.487,0.9990000128746033,1098.931,781.791,0.9990000128746033,106.317,578.962,1.0,163.327,646.209,0.9980000257492065,212.897,693.822,0.9919999837875366,251.702,716.35,0.9950000047683716
3993,1611.355,669.354,0.9980000257492065,1481.909,643.779,0.9779999852180481,1324.071,651.931,0.9010000228881836,1500.583,518.013,0.9909999966621399,1260.026,548.113,0.7160000205039978,1542.735,731.91,0.9990000128746033,1307.579,739.88,0.8759999871253967,1173.834,683.592,0.9639999866485596,1048.833,665.094,0.9980000257492065,1100.736,780.283,0.9980000257492065,107.563,570.199,1.0,163.416,644.438,0.9980000257492065,212.047,692.859,0.9919999837875366,245.04,715.462,0.9980000257492065
3994,1610.968,670.873,0.996999979019165,1478.015,644.62,0.9819999933242798,1315.965,651.732,0.9539999961853027,1500.525,518.804,0.9940000176429749,1275.942,533.333,0.906000018119812,1539.887,732.528,0.9990000128746033,1315.423,739.434,0.9470000267028809,1172.786,683.182,0.9570000171661377,1043.688,658.565,0.9990000128746033,1105.536,772.104,0.9990000128746033,107.596,569.297,1.0,161.834,642.401,0.9990000128746033,211.577,692.308,0.9950000047683716,243.132,715.328,0.9980000257492065
3995,1611.404,675.027,0.996999979019165,1477.469,644.747,0.9869999885559082,1324.014,651.783,0.8579999804496765,1500.497,520.33,0.9919999837875366,1283.519,532.166,0.8980000019073486,1533.192,736.749,0.996999979019165,1308.256,731.568,0.7770000100135803,1171.747,674.349,0.9829999804496765,1043.906,650.335,0.9990000128746033,1105.742,763.141,0.9980000257492065,106.956,567.885,1.0,155.784,635.528,0.9950000047683716,211.14,692.131,0.9950000047683716,243.013,716.148,0.9980000257492065
3996,1611.346,685.056,0.9940000176429749,1476.055,651.001,0.9869999885559082,1315.921,651.533,0.8889999985694885,1506.917,520.859,0.9929999709129333,1284.011,531.849,0.7210000157356262,1532.737,739.782,0.996999979019165,1308.295,731.493,0.7630000114440918,1172.684,667.264,0.9810000061988831,1042.118,643.955,0.9990000128746033,1105.694,755.601,0.9990000128746033,105.568,566.878,1.0,155.967,635.006,0.9940000176429749,211.287,692.132,0.9959999918937683,241.911,716.32,0.9980000257492065
3997,1605.971,686.947,0.9990000128746033,1476.646,650.846,0.9900000095367432,1315.68,644.929,0.9269999861717224,1508.642,522.908,0.9929999709129333,1276.056,532.257,0.6129999756813049,1531.979,746.336,0.9950000047683716,1284.168,723.942,0.8769999742507935,1171.246,661.604,0.9890000224113464,1044.432,633.799,0.9990000128746033,1099.893,748.615,0.996999979019165,104.438,562.494,1.0,160.487,633.754,0.9959999918937683,210.286,684.075,0.9810000061988831,242.736,716.621,0.9980000257492065
